audio;sentence;comment;MOS_pred;grade
051_04234_20231005T150803.wav;Według relacji małżonki epizody bezdechu w nocy.;;2.968069;2
051_04235_20231005T150814.wav;W wywiadzie astma, choroba zwyrodnieniowa wielostawowa i otyłość.;;2.8621218;2
051_04236_20231005T150825.wav;Problemy ze snem, pacjentka nie wysypia się, przebudza się w nocy, chrapie.;;4.1624956;3
051_04237_20231005T150844.wav;Niedokrwienie kończyn dolnych. Zwężenie tętnic biodrowych wspólnych, zwężenie tętnicy biodrowej zewnętrznej lewej 90% i zwężenie tętnicy udowej powierzchownej lewej 70%.;;3.5286667;3
051_04238_20231005T150859.wav;Zamknięcie tętnicy podkolanowej lewej P3, poza tym krótkie zwężenie tętnicy udowej powierzchownej lewej w kanale przywodzicieli.;;2.7105052;3
051_04239_20231005T150936.wav;Stan po implantacji stentu do tętnicy udowej powierzchownej prawej. Stan po endarterektomii prawej tętnicy szyjnej wewnętrznej.;trzask;3.0019846;2
051_04240_20231005T150948.wav;Stan po udrożnieniu lewej tętnicy szyjnej przez ewersję. Stan po angioplastyce prawej tętnicy biodrowej zewnętrznej.;;3.5577743;3
051_04241_20231005T151003.wav;Choroba wieńcowa stabilna. Stan po angioplastyce ostium gałęzi okalającej i gałęzi przedniej zstępującej z implantacją dwóch stentów DES.;;3.5258832;3
051_04242_20231005T151024.wav;Żona pacjenta zgłasza, że chory w nocy głośno chrapie oraz nieregularnie oddycha. Sam chory zgłasza, że śpi po 9 godzin na dobę, a i tak budzi się zmęczony. Mimo wszystko nie śpi w ciągu dnia, nie zdarzają mu się niekontrolowane drzemki.;;2.4347293;3
051_04243_20231005T151033.wav;Dawkowanie zgodnie z wynikiem INR, leki jak dotychczas.;;2.5936615;3
051_04244_20231005T151048.wav;Otyłość - 95 kg przy wzroście 170 cm. Stymulator od 12 lat po zawale mięśnia sercowego. Cukrzyca typu drugiego.;siercowego;2.3425481;0
051_04245_20231005T151106.wav;Nadciśnienie oporne, pacjent raczej odczuwa niskie ciśnienia, a nie wysokie. Choroba wieńcowa, niewydolność serca, stenokardia. Tolerancja wysiłku niezbyt dobra, na II piętro wchodzi bez przystawania.;;2.511248;3
051_04246_20231005T151222.wav;W wywiadzie kołatania serca, choroby neurologiczne i udar TIA. Kiedyś zaburzenia równowagi, jednak po tabletkach ustąpiło.;Ti-Aj-Ej;2.775591;3
051_04247_20231005T151239.wav;Choroby płuc, choroby tarczycy, jaskra, zwyrodnienie plamki żółtej, choroby przewodu pokarmowego, wątroby, choroby nerek, choroby nowotworowe, uczulenie na lek przeciwbólowy.;;2.810432;3
051_04248_20231005T151302.wav;U mamy nadciśnienie tętnicze oraz udar w wieku 72 lat, u ojca cukrzyca nowotwór żołądka. Pali papierosy, teraz 15-17 dziennie, wcześniej 60 dziennie, przez 50 lat. Poza tym wymienia w wywiadzie alkohol i inne używki.;;2.7432537;3
051_04249_20231005T151312.wav;Przerost prostaty. Badanie: akcja serca miarowa, 64 na minutę.;zajękniecie mjajowa;3.4318664;0
051_04250_20231005T151328.wav;Tony serca czyste, głośne, słychać szmer. Nad polami płucnymi szmer oddechowy prawidłowy. Brzuch miękki, niebolesny, wątroba i śledziona niepowiększone.;;3.8048785;3
051_04251_20231005T151347.wav;Objawy otrzewnowe. Tarczyca niepowiększona, źrenice równe i okrągłe, na światło reagują prawidłowo. Występują obrzęki i zmiany skórne. Tętno na kończynach dolnych obustronnie obecne, ale słabsze po lewej.;;3.412268;3
051_04252_20231005T151403.wav;Pod kontrolą lekarza rodzinnego na dwa tygodnie przed przyjęciem do szpitala konieczne jest odstawienie leków moczopędnych. Jeżeli ciśnienie będzie zbyt wysokie, można zwiększyć dawkę.;trzaski;3.054019;2
051_04253_20231005T151413.wav;Należy uważać na poziom potasu - po około 7 dniach wskazana kontrola elektrolitów.;;2.9293308;3
051_04254_20231005T151428.wav;Pacjent powraca po wielu latach do poradni obciążony RZS. Ponadto niedawno rozpoznano przewlekłe migotanie przedsionków. Na terapii przeciwkrzepliwej, dyslipidemia.;;2.6500115;3
051_04255_20231005T151457.wav;W holterze EKG migotanie przedsionków z 2 pauzami powyżej 2 sekund, poza tym liczna ekstrasystolia komorowa.;trzaski;3.3664;2
051_04256_20231005T151512.wav;Dolegliwości na co dzień związane z zespołem cieśni nadgarstka, mrowienie, stenokardia, neguje obrzęki kończyn dolnych i neguje duszność wysiłkową.;;2.9660614;3
051_04257_20231005T151549.wav;Nadciśnienie tętnicze, astma, POChP, stan po cholecystektomii. Zgłasza chrapanie, zmęczenie w ciągu dnia, drzemki w ciągu dnia, suchość w jamie ustnej. W wykonanym PSG stwierdzono OBS postać ciężka z AHI 53,7.;;3.0253909;3
051_04258_20231005T151559.wav;Pacjent na ostatniej wizycie w 2018 roku z miażdżycą uogólnioną.;przesunięcie krzesła;2.7314196;2
051_04259_20231005T151609.wav;W przeszłości zabiegi udrażniające kończyny dolne. Aktualnie dystans chromania kilkaset metrów.;;3.548537;3
051_04260_20231005T151634.wav;W grudniu segmentektomia płuca lewego, bullektomia płata dolnego płuca lewego i limfadenektomia śródpiersia.;;2.181303;3
051_04261_20231005T151643.wav;Na razie bez dalszego leczenia, w kwietniu ocena w badaniach obrazowych.;;2.9559605;3
051_04262_20231005T151657.wav;W 2022 usunięto nerkę i moczowód po stronie lewej. W wywiadzie endarterektomia lewej tętnicy szyjnej wewnętrznej.;trzask, dziwnie endarterektomia;2.4757192;0
051_04263_20231005T151742.wav;W dniach od 7 do 10 stycznia bieżącego roku pobyt u nas w Klinice z powodu zaostrzenia niewydolności serca, frakcja wyrzutowa 45%. Podczas hospitalizacji w RTG płuc cechy zastoju odwnękowo.;;2.5039482;3
051_04264_20231005T151803.wav;Po włączeniu leków moczopędnych szybka poprawa. W echo serca odcinkowe zaburzenia kurczliwości.;uderzenie stół;3.436425;2
051_04265_20231005T151820.wav;"Hipokineza podstawy ściany dolnej; frakcja wyrzutowa 48%; prawa tętnica szyjna wewnętrzna zwężona do 60%; lewa tętnica szyjna wewnętrzna do 30%.";;2.384439;3
051_04266_20231005T151832.wav;Pomiary ciśnienia tętniczego i akcja serca zawsze po kilku minutach odpoczynku od założenia mankietu.;;3.7632987;3
051_04267_20231005T151846.wav;Pomiary po 2-3 razy w odstępach 2 minut. Zapis pomiaru najniższego, pomiary zawsze wykonywane na prawym ramieniu.;;2.810519;3
051_04268_20231005T151855.wav;Proszę na następną wizytę donieść kopie wypisu ze szpitala z Kliniki Nadciśnienia.;trzaski;2.7765002;2
051_04269_20231005T151920.wav;Próba wysiłkowa ujemna 62 METs ECHO, frakcja wyrzutowa 65%, bez przerostu, jamy serca prawidłowe, zastawki bez zmian. Holter EKG rytm zatokowy 49-113.;49 do 113;2.5242193;3
051_04270_20231005T151930.wav;Obrzęki wokół kostek, żylaki kończyn dolnych, cukrzyca typu 2, od 5 lat.;;3.0726452;3
051_04271_20231005T151949.wav;Dyslipidemia, choroby neurologiczne udar TIA, choroby płuc, choroby tarczycy, jaskra, choroby przewodu pokarmowego, wątroby, choroby nerek, torbielki w nerkach choroby nowotworowe.;;2.6224253;3
051_04272_20231005T152002.wav;Uczulenie na penicylinę. Zabiegi operacyjne stawów biodrowych. Hospitalizacje z powodu żylaków kończyn dolnych.;;2.9695604;3
051_04273_20231005T152017.wav;Chrapie, częste wybudzanie w nocy, mama zmarła w 93 roku życia. Papierosów nie pali od 18 lat, zawroty głowy przy chodzeniu.;;2.8124223;3
051_04274_20231005T152027.wav;W wywiadzie choroba Meniera, ale potem bez objawów.;;3.5784137;3
051_04275_20231005T152044.wav;Nad polami płucnymi szmer oddechowy prawidłowy. Brzuch jest miękki, niebolesny, a wątroba, śledziona i tarczyca niepowiększone. Objawy otrzewnowe.;;3.726253;3
051_04276_20231005T152056.wav;Źrenice równe okrągłe, na światło reagują prawidłowo. Obrzęki, zmiany skórne, żylaki kończyn dolnych.;;2.592702;3
051_04277_20231005T152109.wav;Tętno na kończynach dolnych obustronnie obecne. Szmery nad tętnicami szyjnymi oraz nerkowymi.;;3.7536392;3
051_04278_20231005T152117.wav;Cukrzyca typu drugiego leczona metforminą.;;3.2767098;3
051_04279_20231005T152134.wav;W badaniu echo z czerwca 2022 roku przegroda międzykomorowa 12, frakcja wyrzutowa 60%, umiarkowana fala zwrotna trójdzielna.;;3.161122;3
051_04280_20231005T152143.wav;Z uwagi na niepowiększone węzły chłonne jest pod opieką hematologa.;;3.25884;3
051_04281_20231005T152203.wav;Na liście obciążeń znajduje się: nadciśnienie tętnicze, gruczolak nadnercza, stan po PTCA, RZS, niedomykalność zastawki trójdzielnej oraz napadowe migotanie przedsionków.;Pe te Ca a;3.3578856;3
051_04282_20231005T152211.wav;Tolerancja wysiłku, dławienia w piersiach neguje.;;2.7225904;3
051_04283_20231005T152220.wav;Na następnej wizycie do sprawdzenia echo serca i tętnice szyjne.;;2.702943;3
051_04284_20231005T152233.wav;Pacjent w wieku 47 lat zgłosił się do poradni na pierwszą wizytę z powodu odczuwanych okresowo kołatań serca.;odczulonych;3.7822242;0
051_04285_20231005T152244.wav;W międzyczasie był skierowany na KOR z powodu uchwyconego przez lekarza rodzinnego w EKG epizodu migotania przedsionków.;;2.4521327;3
051_04286_20231005T152258.wav;Na KOR w dokumentacji wpis jedynie o pojedynczych pobudzeniach dodatkowych.;;3.9383307;3
051_04287_20231005T152309.wav;Pacjent jest zapisany na ablację w II Klinice Chorób Serca. W badaniu fizykalnym nie stwierdzono odchyleń.;;2.259766;3
051_04288_20231005T152320.wav;W ostatnich 5 latach pacjent przytył 15 kilogramów z powodu znacznego ograniczenia aktywności fizycznej.;;2.0477176;3
051_04289_20231005T152326.wav;W nocy występuje mrowienie kończyn dolnych.;;2.9691803;3
051_04290_20231005T152340.wav;Pacjent z rozpoznanym obturacyjnym bezdechem sennym, jest po zabiegu laryngologicznym plastyki podniebienia i przegrody nosowej, z miernym efektem.;;3.1515412;3
051_04291_20231005T152350.wav;Pacjent skarży się na problemy seksualne w postaci zaburzeń erekcji.;dzwonek w tle cicho;3.1784625;2
051_04292_20231005T152408.wav;Na co dzień odczuwa również w trakcie wysiłku uczucie dławienia, stwierdzona stenokardia, neguje kołatania. Wywiad rodzinny negatywny. Tolerancja wysiłku ostatnio nieco gorsza. Pacjent pali.;;2.590199;3
051_04293_20231005T152418.wav;Rok temu incydent utraty słuchu. Pacjent jest po leczeniu bariatrycznym.;;3.0555902;3
051_04294_20231005T152437.wav;Ciśnienie tętnicze w ostatnich tygodniach podwyższone, pacjentka była przez ten czas w sanatorium.;;2.8584945;3
051_04295_20231005T152451.wav;W kontekście układu pokarmowego, czasem zdarzają się bóle żołądka, dwunastnicy, 2 razy w roku, w okresie jesienno-zimowym.;;2.852595;3
051_04296_20231005T152501.wav;Z badania echo serca wynika, że lewy przedsionek jest szerszy, frakcja wyrzutowa 65%.;;2.9558976;3
051_04297_20231005T152514.wav;Pacjentkę poinformowano o możliwym działaniu uszkadzającym płód i konieczności pilnego zgłoszenia się do lekarza w przypadku planowania lub stwierdzenia ciąży.;;3.4666278;3
051_04298_20231005T152533.wav;Choroba wieńcowa, stan po CABG, implantacja stent graftu typu T-branch do tętniaka aorty piersiowo-brzusznej oraz iliac branch do lewej tętnicy biodrowej.;;2.6118338;3
051_04299_20231005T152556.wav;Endarterektomia i plastyka tętnicy udowej wspólnej za pomocą łaty dakron, stan po strumektomii.;;3.7084768;3
051_04300_20231005T152612.wav;Pacjent hospitalizowany w klinice chorób wewnętrznych i hipertensjologii, gdzie wykonano test hamowania solą, test hamowania deksametazonem, wyniki testów prawidłowe.;;2.8219793;3
051_04301_20231005T152622.wav;Wykonano dobową zbiórkę moczu w kierunku wydalania metanefryn, ale pacjent nie odebrał wyniku.;;2.3618982;3
051_04302_20231005T152643.wav;Dodatkowa tętnica nerkowa po stronie prawej odchodząca poniżej głównej tętnicy nerkowej, pień trzewny nieco węższy, modelowany przez odnogę przepony, więzadło łukowate pośrodkowe, ewentualnie istnieje podejrzenie zespołu Dunbara.;;2.2604501;3
051_04303_20231005T152652.wav;Na terenie szpitala zdarzył się incydent w związku z zatorowością płucną.;;3.403044;3
051_04304_20231005T152712.wav;Pacjent ma 46 lat, jest po rozwarstwieniu aorty piersiowej i brzusznej. 25 lutego 2022 roku wykonano implantację stentgraftu do aorty piersiowej, rekanalizacja tętnicy krezkowej górnej.;;2.6131077;3
051_04305_20231005T152722.wav;Chorobę wrzodową i zgagę neguje, biegunki sporadyczne, raczej po błędach dietetycznych.;uderzenie czegoś pod koniec;2.2710822;2
051_04306_20231005T152735.wav;W wywiadzie epizod kamicy nerkowej 10 lat temu, poza tym układ moczowo-płciowy bez zmian.;;3.2205024;3
051_04307_20231005T152746.wav;W sierpniu 2021 roku udar krwotoczny pnia mózgu w okolicy mostu, pacjentka obciążona.;spelnenienie;2.619155;0
051_04308_20231005T152808.wav;Jest na oddziale dziennym Kliniki Endokrynologii z powodu incydentalomy o wielkości 21 na 14 milimetrów, zmiana nieczynna hormonalnie. Lewa komora z przerostem do 14 milimetrów.;;2.9430048;3
051_04309_20231005T152818.wav;Przyjmuje leki wyciszające, w tym leki na neuropatię, dobrze kontrolowaną.;;2.5015535;3
051_04310_20231005T152836.wav;Sporadycznie dolegliwości zamostkowe, ból promieniujący do ramienia i szczęki, jednak nie potrafi podać w jakich okolicznościach.;;2.6011739;3
051_04311_20231005T152850.wav;W kontekście układu oddechowego objawy pojawiają się wiosną, przy pyleniu, a w kontekście układu pokarmowego obecna jest kamica żółciowa bezobjawowa.;;2.411583;3
051_04312_20231005T152901.wav;W wywiadzie nadciśnienie tętnicze, migrena neurologiczna, łuszczyca oraz Covid-19 w postaci łagodnej.;;2.1524105;3
051_04313_20231005T152913.wav;Od wielu lat obecna migrena neurologiczna, z mroczkami i przejściowymi objawami afazji. Chora pozostaje pod stałą opieką neurologiczną.;;3.7033355;3
051_04314_20231005T152931.wav;W wywiadzie pacjentka zgłosiła incydent zaniewidzenia obuocznego z widzeniem lunetowatym w trakcie prowadzenia samochodu. Bez pełnej utraty świadomości, bez objawów prodromalnych, bez urazu komunikacyjnego.;przejęzyczenie;2.5625665;0
051_04315_20231005T152942.wav;Stan po usunięciu szyjki macicy, ponadto w wywiadzie depresja od wielu lat, a także wypadek samochodowy.;;2.7092137;3
051_04316_20231005T152957.wav;Chory stracił lewą kończynę górną. Choroby nerek neguje, kreatynina w normie. Jest po zawale serca, zgłasza ustawiczny ból głowy oraz duszność wysiłkową NYHA 3 ;;1.8605092;3
051_04317_20231005T153009.wav;Choroby nerek, refluks pęcherzowo-moczowodowy, raz odmiedniczkowe zapalenie nerek w dzieciństwie, w pierwszej ciąży wodonercze.;;2.8146791;3
051_04318_20231005T153018.wav;Alergia na erytromycynę. W karcie ciąży bez białkomoczu, morfologia bez zmian.;;2.126135;3
051_04319_20231005T153034.wav;Rozpoznano też hipercholesterolemię z całkowitym cholesterolem. Początkowo stosowała statyny, później z wyboru pacjentki była tylko na diecie. Bez leków, tylko fizykoterapia.;;3.0455217;3
051_04320_20231005T153105.wav;W wywiadzie rozrost guzków wątroby FNH, z biopsją w 2006 roku i obserwacją MRI co 2 lata.;;1.9695085;3
051_04321_20231005T153123.wav;W 2015 roku rozpoznano pierwotne zapalenie dróg żółciowych, pierwotną marskość żółciową, z przeciwciałami przeciwmitochondrialnymi M2, 200 jednostek na mililitr, gdzie norma jest poniżej 20.;uderzenie czegoś;2.638503;2
051_04322_20231005T153136.wav;Diagnostyka genetyczna zaburzeń krzepnięcia, nie potwierdzono zespołu antyfosfolipidowego ani mutacji genu protrombiny i leiden.;;2.6733665;3
051_04323_20231005T153155.wav;Udar niedokrwienny lewej półkuli mózgu, na tle okluzji lewej tętnicy szyjnej wewnętrznej, po zabiegu endarterektomii naczynia, z powodu miażdżycowego zwężenia 80%, z wtórnym zatorowaniem do lewej tętnicy środkowej mózgu.;;2.1210015;3
051_04324_20231005T153207.wav;Pierwotna trombektomia mechaniczna lewej tętnicy szyjnej wewnętrznej z angioplastyką i implantacją stentu do naczynia.;;2.4495451;3
051_04325_20231005T153222.wav;Trombektomia gałęzi M2 lewej tętnicy środkowej mózgu, rekanalizacja z efektem końcowym w dorzeczu tętnicy środkowej mózgu TICI 2B.;TeICeI ;3.0214863;3
051_04326_20231005T153239.wav;Pacjent zgłasza dyskomfort po posiłkach, przepuklinę rozworu przełykowego i anginę brzuszną. Zgagi teraz nie ma, bo stosuje inhibitory pompy protonowej. Pacjent jest po operacji przepukliny pachwinowej ;uderzenia;2.3498442;1
051_04327_20231005T153257.wav;Został przyjęty do Oddziału Udarowego Kliniki Neurologii Dorosłych UCK w trybie nagłym z powodu udaru niedokrwiennego lewej półkuli mózgu.;;2.5294518;3
051_04328_20231005T153312.wav;Zabieg przeprowadzono w szpitalu w Słupsku. Wystąpiły afatyczne zaburzenia mowy oraz niedowład połowiczy prawostronny.;;2.1343567;3
051_04329_20231005T153324.wav;W badaniu neurologicznym przy przyjęciu do Klinicznego Oddziału Ratunkowego pacjent był przytomny, wszechstronnie zorientowany.;;3.098753;3
051_04330_20231005T153339.wav;Stwierdzono afazję, głównie ruchową, niewielkiego stopnia, z elementami dyzartrii, obniżenie prawego kącika ust, częściowe niedowidzenie prawostronne, niedowład kończyn prawych z niedoczulicą.;;2.4060135;3
051_04331_20231005T153353.wav;Pacjenta przekazano bezpośrednio do Pracowni Naczyniowej Zakładu Radiologii. W wyjściowej ocenie angiograficznej okluzja lewej tętnicy szyjnej wewnętrznej tuż za odejściem.;;2.7695901;3
051_04332_20231005T153404.wav;Wykonano rekanalizację naczynia, następnie angioplastykę z implantacją stentu do tętnicy, w kontroli bez stenozy resztkowej.;;2.8042042;3
051_04333_20231005T153430.wav;Wewnątrzczaszkowo TICI 2 B, obecne obszary korowe slow-flow i no-reflow, podjęto próbę rekanalizacji jednej z trzech gałęzi lewej tętnicy środkowej mózgu na poziomie M2, nieskutecznie, materiał twardy, nie przepuszczał mikrocewnika.;TeICeI ;2.8230567;3
051_04334_20231005T153444.wav;Cechy niedrożności tętnicy szyjnej zewnętrznej lewej w odcinku początkowym. Przepływ w pozostałych tętnicach domózgowych bez cech zaburzeń znamiennych hemodynamicznie.;;2.7619052;3
051_04335_20231005T153501.wav;W badaniu USG Doppler przezczaszkowym parametry przepływu prawidłowe w zakresie dużych naczyń koła Willisa, wewnątrzczaszkowego odcinka tętnic kręgowych oraz początkowego odcinka tętnicy podstawnej.;przejęzyczenie;2.631576;0
051_04336_20231005T153518.wav;Pacjent zgłasza dyskomfort po posiłkach, przepuklinę rozworu przełykowego i anginę brzuszną. Zgagi teraz nie ma, bo stosuje IPP. Pacjent jest po operacji przepukliny pachwinowej ;;2.6457205;3
051_04337_20231005T153528.wav;Widać reakcję tensyjną na stres, bez różnicy pomiędzy kończynami, bez hipotonii ortostatycznej.;trzask na końcu;3.258294;3
051_04338_20231005T153544.wav;Prawdopodobnie cichy szmer w aorcie, lewa tętnica nerkowa słyszalny szmer. Stwierdzono łagodny rozrost gruczołu krokowego. Stan po operacji przepukliny pachwinowej obustronnie.;uderzenia;2.7646322;2
051_04339_20231005T153555.wav;W wywiadzie niedoczynność tarczycy, dyslipidemia i zaburzenia depresyjne. Stan po udarze lakunarnym móżdżku.;;2.8772159;3
051_04340_20231005T153602.wav;Ginekomastia, bez szmerów w płucach, trochę jak w rozedmie.;;3.2781298;3
051_04341_20231005T153618.wav;Głównym problemem jest kołatanie serca, od kilku miesięcy uczucie nierównego bicia serca, w ubiegłym tygodniu więcej. W Holterze liczne, około 7 tysięcy pojedynczych ekstrasystolii komorowych.;;3.2638838;3
051_04342_20231005T153635.wav;Przeprowadzono badanie renoscyntygrafii, z którego wynika, że uszkodzona jest funkcja wydzielnicza prawej nerki, najpewniej wtórnie do zaburzeń odpływu, prawy moczowód jest zwężony, oprócz tego wodonercze prawostronne.;;2.90106;3
051_04343_20231005T153648.wav;Zlecono badania laboratoryjne, w tym wydalanie metoksykatecholamin, do pierwszej porcji moczu należy dodać porcję kwasu solnego.;;3.1670098;3
051_04344_20231005T153708.wav;Wykonano badanie echo, z którego wynika, że wymiary jam serca i aorty są w normie, mięsień bez przerostu, frakcja wyrzutowa 66%, zastawki bez istotnych patologii. Tomografia komputerowa głowy wykazała ognisko udarowe w prawej półkuli.;;2.2390878;3
051_04345_20231005T153723.wav;Zmiana w prawym nadnerczu o wielkości 38x32 mm. Stan po udarze niedokrwiennym z niedowładem lewostronnym, zespół parkinsonowski.;;2.4415603;3
051_04346_20231005T153744.wav;Pacjentka ma 41 lat, jest w trzeciej ciąży, 27 tydzień, cukrzyca ciężarnych. Rodziła naturalnie w 40 tygodniu, bez żadnych problemów. Ciąża druga w 2016 roku, pozamaciczna. Choroby przewlekłe neguje, żadnych leków na stałe nie przyjmuje.;;2.397018;3
051_04347_20231005T153801.wav;Masa ciała wynosi 120 kilogramów, pacjentka stopniowo przybiera na wadze, w ciąży przybrała 4 kilogramy. Po poprzednich ciążach bez przybrania na masie ciała. Fizykalnie otyłość bez rozstępów.;;2.9814773;3
051_04348_20231005T153818.wav;W tomografii komputerowej płuc wykazano bulle rozedmowe, bez cech rozrostu nowotworowego. Stan po tyreoidektomii z powodu wola guzowatego i po usunięciu macicy z przydatkami z powodu mięśniaków.;;2.8080184;3
